F_2020,1203,1421,1423,1513,2003,2493,2513,3002,3053,3323,3413,3423,3441,3443,3603,3803,4313,4343,4723,5001,5011,5103,5123,5203,5343,5453,5823,5833
S_2021,1203,1421,1423,1513,2003,2443,2493,3002,3013,3053,3113,3313,3353,3503,3513,3613,4353,4483,5001,5011,5103,5133,5413,5423,5513,5573,5663,5673,5803
F_2021,1203,1421,1423,1513,2003,2493,3002,3053,3713,4303,4653,4513,4533,4623,4823,5001,5011,5103
S_2022,1203,1421,1423,1513,2003,2493,2513,3002,3053,3413,3423,3441,3443,3603,3713,3803,4313,4343,4533,4723,4823,5001,5011,5103,5123,5203,5343,5453,5823,5833
F_2022,1203,1421,1423,1513,2003,2493,2513,3002,3053,3323,3413,3423,3441,3443,3603,3803,4313,4343,4723,5001,5011,5103,5123,5203,5343,5453,5823,5833
S_2023,1203,1421,1423,1513,2003,2443,2493,3002,3013,3053,3113,3313,3353,3503,3513,3613,4353,4483,5001,5011,5103,5133,5413,5423,5513,5573,5663,5673,5803
F_2023,1203,1421,1423,1513,2003,2493,3002,3053,3713,4303,4653,4513,4533,4623,4823,5001,5011,5103
S_2024,1203,1421,1423,1513,2003,2493,2513,3002,3053,3413,3423,3441,3443,3603,3713,3803,4313,4343,4533,4723,4823,5001,5011,5103,5123,5203,5343,5453,5823,5833
